authority,authority_type,authority_type_zh,authority_type_en,matched_keyword,occurrence_count
中共河北省委网络安全和信息化委员会办公室,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",信息化,1
中国人民银行石家庄中心支行,macro_finance,宏观规划与财政资源配置,Macro planning and finance,人民银行,1
中国证券监督管理委员会河北监管局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,证券监督,1
中国银行保险监督管理委员会河北监管局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,银行保险监督,1
河北省公安厅,law_regulation_security,法规司法与监管安全,"Law, regulation and security",公安,1
河北省市场监管领域疫情防控领导小组,law_regulation_security,法规司法与监管安全,"Law, regulation and security",市场监管,1
河北省人大(含常委会),law_regulation_security,法规司法与监管安全,"Law, regulation and security",人大,1
石家庄市发展和改革委员会,macro_finance,宏观规划与财政资源配置,Macro planning and finance,发展和改革,1
石家庄市科普工作办公室,other_unclear,其他或无法判定,Other or unclear,,1
石家庄高新技术产业开发区,science_technology,科技创新与科研管理,Science and technology,高新技术产业开发区,1
衡水市桃城区人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
邯郸市人力资源和社会保障局,education_talent,教育与人才培养,Education and talent,人力资源,1
邯郸市公安局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",公安,1
邯郸市司法局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",司法,1
邯郸市妇女联合会,public_science_culture,宣传文化与公众科学,Public science and culture,妇女联合会,1
邯郸市审计局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,审计,1
邯郸市工商行政管理局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",工商行政,1
邯郸市扶贫和农业开发办公室,sectoral_public_services,行业应用与公共服务,Sectoral public services,农业,1
邯郸市文化广电新闻出版局,public_science_culture,宣传文化与公众科学,Public science and culture,文化,1
邯郸市残疾人联合会,other_unclear,其他或无法判定,Other or unclear,,1
邯郸市民政局,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
邯郸市社会治安综合治理委员会,other_unclear,其他或无法判定,Other or unclear,,1
邯郸市行政审批局,other_unclear,其他或无法判定,Other or unclear,,1
万宁市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
中共三亚市委,party_government_general,党政综合与战略协调,Party-government general,中共,1
儋州市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
定安县人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
文昌市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
国家税务总局海南省税务局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,税务,1
海南州市场监督管理局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",市场监督,1
海南省商务厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,商务,1
海南省工业和信息化厅,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",工业和信息化,1
海南省统计局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,统计,1
海南省发展与改革厅,other_unclear,其他或无法判定,Other or unclear,,1
海南省海洋与渔业厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,海洋,1
海南省药品监督管理局,sectoral_public_services,行业应用与公共服务,Sectoral public services,药品,1
海口市人力资源和社会保障局,education_talent,教育与人才培养,Education and talent,人力资源,1
中共六盘水市委办公室,party_government_general,党政综合与战略协调,Party-government general,中共,1
毕节市教育局,education_talent,教育与人才培养,Education and talent,教育,1
贵州省卫生和计划生育委员会,sectoral_public_services,行业应用与公共服务,Sectoral public services,卫生,1
贵州省市场监督管理局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",市场监督,1
贵州省大数据产业发展领导小组办公室,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",大数据,1
贵州省委教育工委,education_talent,教育与人才培养,Education and talent,教育,1
贵州省残疾人联合会,other_unclear,其他或无法判定,Other or unclear,,1
中共贵州省委宣传部,public_science_culture,宣传文化与公众科学,Public science and culture,宣传,1
贵州省科学技术协会,public_science_culture,宣传文化与公众科学,Public science and culture,科学技术协会,1
贵州省粮食局,sectoral_public_services,行业应用与公共服务,Sectoral public services,粮食,1
贵州省经济和信息化委员会,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",经济和信息化,1
贵州省统计局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,统计,1
贵州省质量发展领导小组,other_unclear,其他或无法判定,Other or unclear,,1
贵州省食品药品监督管理局,sectoral_public_services,行业应用与公共服务,Sectoral public services,药品,1
贵阳市公安局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",公安,1
贵安新区大数据和科技创新局,science_technology,科技创新与科研管理,Science and technology,科技,1
贵安新区工业和信息化局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",工业和信息化,1
贵安新区财政和金融工作局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,财政,1
贵阳市工业和信息化局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",工业和信息化,1
贵阳市综合行政执法局,other_unclear,其他或无法判定,Other or unclear,,1
黔东南苗族侗族自治州人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
梧州市万秀区人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
中国共产党崇左市委员会,party_government_general,党政综合与战略协调,Party-government general,中国共产党,1
全州县人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
兴业县人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
北海市海城区人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
南宁市交通运输局,sectoral_public_services,行业应用与公共服务,Sectoral public services,交通,1
南宁市大数据发展局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",大数据,1
南宁市统计局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,统计,1
