final_policy_files,raw_excel_central_files,raw_excel_local_files,category_policy_rows,source_note
10425,1212,9213,10425,"Policy files are reconstructed from unique policy keys in the 5.2 final open-science entry workbook after initial screening, wide-scope semantic re-review, high-risk second review, and manual-aided consistency checks."
